timestamp,availability,performance,quality,oee,air_pressure_low_ratio,cycle_stop_present,vibration,acoustic_emission,setpressure_cycle_count,setvelo_mean,cyclical_anomaly_score,acoustic_anomaly_score
2026-05-15 09:00:00+00:00,1.0,0.6022075055187638,0.9725333296341968,0.5856668704728673,0.9944812362030904,0.0,9.186690536180106e-06,0.7919194055355261,0.0,0.0,0.0,0.12158545106335358
2026-05-15 09:00:00+00:00,1.0,0.6022075055187638,0.976979222258993,0.5883442203802501,0.9944812362030904,0.0,0.00013906327591202254,0.09581215513600938,0.0,0.02439024390243899,0.0,0.12158545106335358
2026-05-15 09:00:01+00:00,1.0,0.6348,0.9824742220651184,0.6236746361669371,0.913,0.0,1.2911016324317006e-05,0.8938708399385815,0.6315789473684212,0.6039024390243902,0.17140177208713217,0.04910581642688351
2026-05-15 09:00:01+00:00,1.0,0.6348,0.9859230877179715,0.6258639760833684,0.913,0.0,0.00014334625056837706,0.18756844609875856,0.6315789473684212,0.6282926829268293,0.17140177208713217,0.04910581642688351
2026-05-15 09:00:02+00:00,1.0,1.0,0.9712484252158567,0.9712484252158567,0.0,0.0,7.699397154016063e-06,0.7963212678841991,0.44736842105263186,0.6721951219512194,0.11991064387670208,0.1456105997082234
2026-05-15 09:00:02+00:00,1.0,1.0,0.9881804746210004,0.9881804746210004,0.0,0.0,0.00013735288852253222,0.09977383124981376,0.44736842105263186,0.6965853658536585,0.11991064387670208,0.1456105997082234
2026-05-15 09:00:03+00:00,1.0,1.0,0.9848197245773356,0.9848197245773356,0.0,0.0,6.0231614507771924e-06,0.8043630223818123,0.7894736842105265,0.0034146341463414664,0.05401667130607995,0.15585775249945183
2026-05-15 09:00:03+00:00,1.0,1.0,0.9960321686132804,0.9960321686132804,0.0,0.0,0.00013542521746380857,0.10701141029766692,0.7894736842105265,0.027804878048780457,0.05401667130607995,0.15585775249945183
2026-05-15 09:00:04+00:00,1.0,1.0,0.9798958363699836,0.9798958363699836,0.0,0.0,1.7002334919949532e-05,0.8169463510803894,0.39473684210526283,0.9751219512195122,0.06365186895600675,0.0
2026-05-15 09:00:04+00:00,1.0,1.0,0.9880932147201618,0.9880932147201618,0.0,0.0,0.0001480512669533575,0.11833640612638696,0.39473684210526283,0.9995121951219512,0.06365186895600675,0.0
2026-05-15 09:00:05+00:00,1.0,1.0,0.9743357256659814,0.9743357256659814,0.0,0.0,1.4020682195555801e-05,0.8538130569555751,0.3421052631578947,0.2975609756097561,0.12831902457521782,0.03497343739847365
2026-05-15 09:00:05+00:00,1.0,1.0,0.9823771470782104,0.9823771470782104,0.0,0.0,0.0001446223663203026,0.15151644141405107,0.3421052631578947,0.3219512195121951,0.12831902457521782,0.03497343739847365
2026-05-15 09:00:06+00:00,1.0,1.0,0.9731020890316764,0.9731020890316764,0.0,0.0,1.0406942415338715e-05,0.8530703460349311,0.44736842105263186,0.3775609756097561,0.13181520738998795,0.11205176653308821
2026-05-15 09:00:06+00:00,1.0,1.0,0.9812255213022154,0.9812255213022154,0.0,0.0,0.00014046656557305237,0.15084800158547473,0.44736842105263186,0.40195121951219515,0.13181520738998795,0.11205176653308821
2026-05-15 09:00:07+00:00,1.0,1.0,0.9876293371653312,0.9876293371653312,0.0,0.0,1.5308299495790266e-05,0.825251195894138,0.5789473684210522,0.8985365853658537,0.044689785299934,0.08811561358094953
2026-05-15 09:00:07+00:00,1.0,1.0,0.9827764625912052,0.9827764625912052,0.0,0.0,0.00014610312621557377,0.1258107664587591,0.5789473684210522,0.9229268292682926,0.044689785299934,0.08811561358094953
2026-05-15 09:00:08+00:00,1.0,1.0,0.9751177890561066,0.9751177890561066,0.0,0.0,1.20656121240342e-05,0.9204520742307256,0.4210526315789478,0.0,0.019105107530493444,0.10425556052099347
2026-05-15 09:00:08+00:00,1.0,1.0,0.9895579307673992,0.9895579307673992,0.0,0.0,0.00014237403573805609,0.21149155696168798,0.4210526315789478,0.02439024390243899,0.019105107530493444,0.10425556052099347
2026-05-15 09:00:09+00:00,1.0,1.0,0.997753603551304,0.997753603551304,0.0,0.0,1.4555157862267284e-05,0.8353252729034377,0.3157894736842106,0.7521951219512195,0.17240894893099068,0.05918192552068907
2026-05-15 09:00:09+00:00,1.0,1.0,0.9960247189525696,0.9960247189525696,0.0,0.0,0.0001452370133370192,0.13487743576713118,0.3157894736842106,0.7765853658536586,0.17240894893099068,0.05918192552068907
2026-05-15 09:00:10+00:00,1.0,1.0,0.9874318341910118,0.9874318341910118,0.0,0.0,1.632971680406764e-05,0.8004783953232604,0.2631578947368425,0.5239024390243903,0.1353036321001025,0.15256085418177795
2026-05-15 09:00:10+00:00,1.0,1.0,0.9836169064622888,0.9836169064622888,0.0,0.0,0.00014727775612009212,0.10351524594497175,0.2631578947368425,0.5482926829268293,0.1353036321001025,0.15256085418177795
2026-05-15 09:00:11+00:00,1.0,1.0,0.9804060941360452,0.9804060941360452,0.0,0.0,5.689339980204165e-06,0.7586892200204494,0.44736842105263186,0.15121951219512192,0.08350339412385938,0.1470842704680679
2026-05-15 09:00:11+00:00,1.0,1.0,0.9774351868885408,0.9774351868885408,0.0,0.0,0.00013504132277264663,0.06590498817243962,0.44736842105263186,0.1756097560975609,0.08350339412385938,0.1470842704680679
2026-05-15 09:00:12+00:00,1.0,1.0,0.9877274647444424,0.9877274647444424,0.0,0.0,2.2654120574016148e-05,0.8111015079023378,0.47368421052631593,0.975609756097561,0.02889494645861173,0.10872021233653184
2026-05-15 09:00:12+00:00,1.0,1.0,0.9770998708899274,0.9770998708899274,0.0,0.0,0.000154550820455532,0.11307604726614073,0.47368421052631593,1.0,0.02889494645861173,0.10872021233653184
2026-05-15 09:00:13+00:00,1.0,1.0,0.9706841161308908,0.9706841161308908,0.0,0.0,0.0,0.9226549835080755,0.6315789473684212,0.1492682926829268,0.10200645063177649,0.16591964875799906
2026-05-15 09:00:13+00:00,1.0,1.0,0.9923804284073032,0.9923804284073032,0.0,0.0,0.00012849858179541458,0.21347417531130564,0.6315789473684212,0.17365853658536579,0.10200645063177649,0.16591964875799906
2026-05-15 09:00:14+00:00,1.0,1.0,0.9987567763972434,0.9987567763972434,0.0,0.0,3.7460671999053636e-06,0.8958376599705762,1.0,0.5258536585365854,0.1607209802226501,0.1303599831529802
2026-05-15 09:00:14+00:00,1.0,1.0,0.9944970629027172,0.9944970629027172,0.0,0.0,0.0001328065590753038,0.18933858412755455,1.0,0.5502439024390244,0.1607209802226501,0.1303599831529802
2026-05-15 09:00:15+00:00,1.0,1.0,0.984469103108287,0.984469103108287,0.0,0.0,1.879607108904878e-05,0.685461455384405,0.6315789473684212,0.7502439024390244,0.10198897347670952,0.05884512834896491
2026-05-15 09:00:15+00:00,1.0,1.0,0.9731583423956236,0.9731583423956236,0.0,0.0,0.00015011406354782035,0.0,0.6315789473684212,0.7746341463414634,0.10198897347670952,0.05884512834896491
2026-05-15 09:00:16+00:00,1.0,1.0,0.9934820568175086,0.9934820568175086,0.0,0.0,1.675191456153725e-05,0.7996459310681789,0.5526315789473681,0.0,0.04146050858263455,0.12503687918913767
2026-05-15 09:00:16+00:00,1.0,1.0,0.9719967657086552,0.9719967657086552,0.0,0.0,0.00014776328354118345,0.10276602811539615,0.5526315789473681,0.02439024390243899,0.04146050858263455,0.12503687918913767
2026-05-15 09:00:17+00:00,1.0,0.9524,0.9724818999976732,0.926191761557784,0.119,0.0,4.260841278737933e-06,0.759505997762572,0.5,0.9004878048780488,0.12842063674482868,0.05347720208632564
2026-05-15 09:00:17+00:00,1.0,0.9524,0.9878330099126936,0.9408121586408492,0.119,0.0,0.00013339854926596166,0.06664008814035238,0.5,0.9248780487804878,0.12842063674482868,0.05347720208632564
2026-05-15 09:00:18+00:00,1.0,0.6,0.9845997499251448,0.5907598499550868,1.0,0.0,1.3322921326746739e-05,0.7530473645903148,0.6052631578947372,0.375609756097561,0.13608643514459817,0.15250977440749303
2026-05-15 09:00:18+00:00,1.0,0.6,0.9743851973257808,0.5846311183954686,1.0,0.0,0.00014381994132117249,0.0608273182853214,0.6052631578947372,0.4,0.13608643514459817,0.15250977440749303
2026-05-15 09:00:19+00:00,1.0,0.722,0.9847212098306356,0.7109687134977188,0.695,0.0,6.917458195739978e-06,0.8302116756563409,0.5263157894736841,0.2995121951219512,0.11440619876217645,0.1024701303787425
2026-05-15 09:00:19+00:00,1.0,0.722,0.9947399257136902,0.7182022263652843,0.695,0.0,0.0001364536587205122,0.13027519824474432,0.5263157894736841,0.3239024390243902,0.11440619876217645,0.1024701303787425
2026-05-15 09:00:20+00:00,1.0,1.0,0.9981347936492496,0.9981347936492496,0.0,0.0,1.4510451449412055e-05,0.850610138365778,0.5526315789473681,0.9741463414634146,0.007758393906260493,0.09519703143120048
2026-05-15 09:00:20+00:00,1.0,1.0,0.9793100402177222,0.9793100402177222,0.0,0.0,0.00014518560096223813,0.14863381468323578,0.5526315789473681,0.9985365853658537,0.007758393906260493,0.09519703143120048
2026-05-15 09:00:21+00:00,1.0,1.0,0.9871518415712822,0.9871518415712822,0.0,0.0,1.4788210072895231e-05,0.7860683887300359,0.5263157894736841,0.0024390243902439046,0.03434463580932095,0.06845892158326547
2026-05-15 09:00:21+00:00,1.0,1.0,0.9743161579891344,0.9743161579891344,0.0,0.0,0.0001455050233792407,0.0905462400110677,0.5263157894736841,0.02682926829268295,0.03434463580932095,0.06845892158326547
2026-05-15 09:00:22+00:00,1.0,1.0,0.9842046820317086,0.9842046820317086,0.0,0.0,1.2589032914608889e-05,0.8100272207125272,0.6842105263157894,0.6741463414634146,0.176555500012881,0.17105634291637262
2026-05-15 09:00:22+00:00,1.0,1.0,0.9976291141746236,0.9976291141746236,0.0,0.0,0.00014297596964721337,0.11210918879531118,0.6842105263157894,0.6985365853658536,0.176555500012881,0.17105634291637262
2026-05-15 09:00:23+00:00,1.0,1.0,0.9780092698927568,0.9780092698927568,0.0,0.0,1.4524357337324795e-05,0.8245800829889633,0.7894736842105265,0.6019512195121951,0.13203903630308944,0.0968319791725892
2026-05-15 09:00:23+00:00,1.0,1.0,0.9749659516820584,0.9749659516820584,0.0,0.0,0.0001452015927333371,0.1252067648441022,0.7894736842105265,0.6263414634146341,0.13203903630308944,0.0968319791725892
2026-05-15 09:00:24+00:00,1.0,1.0,0.9799470699202766,0.9799470699202766,0.0,0.0,3.6947448487066343e-06,0.8197349297992167,0.8157894736842106,0.07317073170731703,0.06628348763718722,0.08207419962960154
2026-05-15 09:00:24+00:00,1.0,1.0,0.978541602470138,0.978541602470138,0.0,0.0,0.00013274753837142362,0.12084612697332897,0.8157894736842106,0.09756097560975607,0.06628348763718722,0.08207419962960154
2026-05-15 09:00:25+00:00,1.0,1.0,0.985620172074146,0.985620172074146,0.0,0.0,2.0043322850246074e-05,0.8764989042924505,0.6052631578947372,0.975609756097561,0.037881867587077296,0.08618108451220911
2026-05-15 09:00:25+00:00,1.0,1.0,0.9746084018557616,0.9746084018557616,0.0,0.0,0.00015154840307319715,0.17193370401724195,0.6052631578947372,1.0,0.037881867587077296,0.08618108451220911
